repo,age,language,releases,pull_requests,closed_issues,total_issues,closed_issues_ratio,last_update_days,pushed_at,created_at,stars,forks,watchers,collaborators
chakra-ui/chakra-ui,5,TypeScript,1000,2685,3994,4000,0.9985,0,2025-03-13T22:40:38Z,2019-08-17T14:27:54Z,38708,3385,200,0
evanw/esbuild,8,Go,293,238,3152,3629,0.868558831634059,0,2025-03-13T23:56:28Z,2016-06-14T16:08:50Z,38702,1190,272,0
wg/wrk,12,C,0,0,262,405,0.6469135802469136,0,2025-03-13T23:17:15Z,2012-03-20T11:12:28Z,38558,2968,749,0
cli/cli,5,Go,158,2408,3961,4683,0.8458253256459535,0,2025-03-13T22:16:42Z,2019-10-03T15:24:53Z,38519,6322,932,0
videojs/video.js,14,JavaScript,328,1796,4798,5341,0.8983336453847595,0,2025-03-13T23:44:15Z,2010-05-14T18:45:10Z,38510,7491,1256,0
bradtraversy/50projects50days,4,CSS,0,44,0,0,0,0,2025-03-13T23:42:05Z,2020-11-16T14:39:01Z,38463,9404,621,0
ggerganov/whisper.cpp,2,C++,24,638,726,1553,0.46748229233741145,0,2025-03-13T23:27:29Z,2022-09-25T18:26:37Z,38441,4016,327,0
bevyengine/bevy,5,Rust,36,5093,4316,6445,0.6696664080682699,0,2025-03-13T23:26:21Z,2020-01-18T21:13:55Z,38424,3787,297,0
coqui-ai/TTS,4,Python,98,467,1144,1157,0.9887640449438202,0,2025-03-13T22:05:49Z,2020-05-20T15:45:28Z,38401,4813,304,0
coollabsio/coolify,4,PHP,592,1449,1932,2352,0.8214285714285714,0,2025-03-13T23:49:39Z,2021-01-25T20:54:01Z,38334,2253,123,0
mitmproxy/mitmproxy,15,Python,72,2544,3152,3477,0.906528616623526,0,2025-03-13T23:42:04Z,2010-02-16T04:10:13Z,38321,4132,626,0
typst/typst,5,Rust,22,1580,2299,3046,0.7547603414313854,0,2025-03-13T23:10:34Z,2019-09-24T21:41:56Z,38312,1051,104,0
GokuMohandas/Made-With-ML,6,Jupyter Notebook,0,147,57,73,0.7808219178082192,0,2025-03-13T17:42:30Z,2018-11-05T03:44:27Z,38287,6061,1233,0
expo/expo,8,TypeScript,0,15972,15339,15836,0.968615812073756,0,2025-03-13T23:44:04Z,2016-08-15T17:14:25Z,38154,6242,311,0
streamlit/streamlit,5,Python,95,4788,3921,4911,0.7984117287721442,0,2025-03-13T23:10:51Z,2019-08-24T00:14:52Z,38124,3311,324,0
usememos/memos,3,Go,76,1637,2212,2233,0.9905956112852664,0,2025-03-13T23:55:24Z,2021-12-08T15:30:18Z,38098,2728,162,0
lm-sys/FastChat,1,Python,14,850,1064,1867,0.5698982324584896,0,2025-03-13T19:15:47Z,2023-03-19T00:18:02Z,38098,4656,355,0
pingcap/tidb,9,Go,206,31642,16459,20241,0.8131515241341831,0,2025-03-13T23:37:00Z,2015-09-06T04:01:52Z,38080,5902,1251,0
byoungd/English-level-up-tips,7,HTML,0,26,72,100,0.72,0,2025-03-13T15:47:20Z,2017-05-30T07:18:52Z,38025,4181,917,0
QSCTech/zju-icicles,8,HTML,0,223,69,78,0.8846153846153846,0,2025-03-13T20:46:48Z,2016-06-28T16:17:32Z,38010,9488,1102,0
LC044/WeChatMsg,2,Python,33,62,396,455,0.8703296703296703,0,2025-03-13T22:37:46Z,2023-01-11T05:03:49Z,38006,3916,184,0
KRTirtho/spotube,4,Dart,38,234,1010,1667,0.6058788242351529,0,2025-03-13T23:56:28Z,2021-02-14T03:17:58Z,38002,1553,178,0
NaiboWang/EasySpider,4,JavaScript,10,40,448,625,0.7168,0,2025-03-13T21:36:23Z,2020-07-18T02:41:27Z,37990,4676,236,0
ziglang/zig,9,Zig,19,8606,9067,12200,0.7431967213114754,0,2025-03-13T23:07:44Z,2015-08-06T00:51:28Z,37970,2735,379,0
google/styleguide,9,HTML,0,181,236,345,0.6840579710144927,0,2025-03-13T19:55:45Z,2015-05-20T19:18:59Z,37952,13304,1264,0
docker/awesome-compose,5,HTML,0,149,40,123,0.3252032520325203,0,2025-03-13T23:43:21Z,2020-02-13T08:51:42Z,37878,7106,460,0
ultralytics/ultralytics,2,Python,163,2910,10020,10584,0.9467120181405896,0,2025-03-13T23:56:35Z,2022-09-11T16:39:45Z,37876,7351,188,0
zhongyang219/TrafficMonitor,7,C++,26,57,685,1812,0.3780353200883002,0,2025-03-13T21:57:25Z,2017-07-30T02:51:17Z,37860,3397,282,0
PhilJay/MPAndroidChart,10,Java,44,190,2896,4958,0.5841064945542558,1,2025-03-12T17:12:35Z,2014-04-25T14:29:47Z,37858,9036,1107,0
jellyfin/jellyfin,6,C#,85,4490,6407,6830,0.9380673499267935,0,2025-03-13T23:10:22Z,2018-12-09T06:36:45Z,37813,3389,324,0
impress/impress.js,13,JavaScript,15,121,426,481,0.8856548856548857,0,2025-03-13T22:47:32Z,2011-12-28T22:23:19Z,37730,6656,1215,0
go-gorm/gorm,11,Go,2,731,5480,5892,0.9300746775288526,0,2025-03-13T21:58:58Z,2013-10-25T08:31:38Z,37693,3984,493,0
vim/vim,9,Vim Script,0,438,7122,8591,0.8290071004539634,0,2025-03-13T21:00:51Z,2015-08-18T21:03:56Z,37690,5600,667,0
phaserjs/phaser,11,JavaScript,165,1709,4412,4482,0.9843819723337796,0,2025-03-13T20:07:37Z,2013-04-12T12:27:51Z,37649,7109,1197,0
QuivrHQ/quivr,1,Python,354,1804,1505,1532,0.9823759791122716,0,2025-03-13T21:08:13Z,2023-05-12T23:53:30Z,37524,3634,283,0
deepspeedai/DeepSpeed,5,Python,87,2587,1997,3009,0.6636756397474244,0,2025-03-13T22:48:33Z,2020-01-23T18:35:18Z,37375,4294,345,0
freefq/free,4,Unknown,0,0,190,699,0.2718168812589413,0,2025-03-13T11:33:53Z,2020-06-07T02:48:33Z,37325,5735,848,0
LAION-AI/Open-Assistant,2,Python,127,1616,1417,1643,0.8624467437614121,0,2025-03-13T10:35:41Z,2022-12-13T05:24:17Z,37250,3261,433,0
google/leveldb,10,C++,21,64,535,771,0.6939040207522698,0,2025-03-13T23:41:06Z,2014-08-27T21:17:52Z,37250,7944,1316,0
preactjs/preact,9,JavaScript,223,1816,1790,1862,0.9613319011815252,0,2025-03-13T18:30:48Z,2015-09-11T02:40:18Z,37247,1971,393,0
AykutSarac/jsoncrack.com,3,TypeScript,20,83,218,249,0.8755020080321285,0,2025-03-13T22:27:02Z,2022-01-30T15:25:18Z,37215,2436,207,0
freqtrade/freqtrade,7,Python,95,5577,5028,5065,0.9926949654491609,0,2025-03-13T23:40:59Z,2017-05-17T23:48:53Z,37215,7322,705,0
suno-ai/bark,1,Jupyter Notebook,0,19,234,458,0.5109170305676856,0,2025-03-13T23:45:16Z,2023-04-07T19:34:48Z,37195,4392,330,0
FreeCodeCampChina/freecodecamp.cn,8,CSS,0,55,445,585,0.7606837606837606,0,2025-03-13T07:39:18Z,2016-09-30T03:13:43Z,37171,1373,783,0
curl/curl,14,C,87,191,4912,4924,0.9975629569455727,0,2025-03-13T23:28:47Z,2010-03-18T22:32:22Z,37168,6606,781,0
lukasz-madon/awesome-remote-job,10,Unknown,0,582,72,74,0.972972972972973,0,2025-03-13T23:43:29Z,2015-01-02T00:31:34Z,37146,4077,1112,0
eugenp/tutorials,11,Java,0,13048,764,782,0.9769820971867008,0,2025-03-13T20:34:24Z,2013-04-29T18:26:36Z,37074,54407,1501,0
koalaman/shellcheck,12,Haskell,29,286,1672,2750,0.608,0,2025-03-13T21:46:28Z,2012-11-17T03:15:11Z,37061,1799,413,0
aria2/aria2,14,C++,24,252,819,1876,0.43656716417910446,0,2025-03-13T20:29:29Z,2010-11-27T09:41:48Z,37000,3666,746,0
gto76/python-cheatsheet,7,Python,0,14,61,66,0.9242424242424242,0,2025-03-13T21:38:02Z,2018-01-25T04:16:53Z,36962,6584,965,0
ant-design/ant-design-pro,7,TypeScript,26,971,9513,9705,0.9802163833075734,0,2025-03-13T17:14:53Z,2017-08-25T10:40:44Z,36902,8177,739,0
penpot/penpot,9,Clojure,50,3688,1327,1742,0.7617680826636051,0,2025-03-13T23:46:33Z,2015-12-29T22:09:07Z,36872,1881,232,0
dylanaraps/pure-bash-bible,6,Shell,0,28,33,76,0.4342105263157895,0,2025-03-13T23:26:03Z,2018-06-13T01:39:33Z,36837,3310,748,0
0voice/interview_internal_reference,5,Python,0,35,18,46,0.391304347826087,0,2025-03-13T22:48:32Z,2019-06-10T06:54:19Z,36833,9463,1510,0
tmux/tmux,9,C,37,1,3539,3596,0.9841490545050056,0,2025-03-13T21:42:31Z,2015-06-03T23:32:55Z,36796,2170,435,0
gradio-app/gradio,6,Python,1000,4355,4990,5450,0.9155963302752294,0,2025-03-13T23:42:35Z,2018-12-19T08:24:04Z,36791,2790,182,0
OpenBB-finance/OpenBB,4,Python,43,4040,2172,2209,0.9832503395201448,0,2025-03-13T23:40:23Z,2020-12-20T10:46:38Z,36745,3330,299,0
tw93/Pake,2,Rust,31,95,319,361,0.8836565096952909,0,2025-03-13T22:00:04Z,2022-10-14T09:32:57Z,36732,6565,209,0
astral-sh/ruff,2,Rust,352,9172,5056,6346,0.796722344784116,0,2025-03-13T23:51:03Z,2022-08-09T17:17:44Z,36709,1246,88,0
photoprism/photoprism,7,Go,74,721,1828,2274,0.8038698328935796,0,2025-03-13T23:48:52Z,2018-01-27T12:00:15Z,36668,2034,335,0
GitHubDaily/GitHubDaily,6,Unknown,0,3,172,489,0.35173824130879344,0,2025-03-13T21:46:00Z,2018-12-30T13:56:58Z,36642,3864,1317,0
istio/istio,8,Go,375,27423,20128,20616,0.9763290648040357,0,2025-03-13T18:16:01Z,2016-11-18T23:57:21Z,36574,7888,975,0
SimplifyJobs/Summer2025-Internships,4,Unknown,0,1668,2864,2870,0.9979094076655052,0,2025-03-13T23:47:16Z,2020-05-23T20:53:18Z,36501,2872,1516,0
files-community/Files,6,C#,123,5149,9864,10338,0.9541497388276262,0,2025-03-13T19:56:59Z,2019-01-04T18:19:14Z,36469,2293,395,0
microsoft/AI-For-Beginners,4,Jupyter Notebook,0,167,102,127,0.8031496062992126,0,2025-03-13T23:56:40Z,2021-03-03T16:27:36Z,36463,6552,427,0
trpc/trpc,4,TypeScript,200,3568,1087,1203,0.9035743973399833,0,2025-03-13T22:54:18Z,2020-07-18T01:17:11Z,36431,1326,92,0
TencentARC/GFPGAN,3,Python,8,14,131,486,0.26954732510288065,0,2025-03-13T19:18:12Z,2021-03-19T06:18:20Z,36430,6041,511,0
novuhq/novu,3,TypeScript,40,5210,1327,1554,0.853925353925354,0,2025-03-13T23:30:44Z,2021-08-26T15:22:44Z,36402,3975,173,0
AobingJava/JavaFamily,5,Unknown,0,2,60,63,0.9523809523809523,0,2025-03-13T08:31:11Z,2019-11-12T04:26:18Z,36354,7814,1131,0
helix-editor/helix,4,Rust,28,3932,4244,4968,0.8542673107890499,0,2025-03-13T22:04:24Z,2020-06-01T04:26:56Z,36320,2701,198,0
jgm/pandoc,14,Haskell,143,1640,6771,7806,0.8674096848578017,0,2025-03-13T23:39:27Z,2010-03-20T20:34:23Z,36306,3459,516,0
appsmithorg/appsmith,4,TypeScript,269,13409,18653,22799,0.8181499188560902,0,2025-03-13T23:43:02Z,2020-06-30T04:07:36Z,36284,3927,288,0
dotnet/aspnetcore,11,C#,246,17015,32814,36290,0.9042160374758886,0,2025-03-13T22:34:53Z,2014-03-11T06:09:42Z,36242,10265,1443,0
NervJS/taro,6,TypeScript,186,3282,10559,11983,0.8811649837269465,0,2025-03-13T16:16:00Z,2018-04-08T09:32:26Z,36203,4843,693,0
FlowiseAI/Flowise,1,TypeScript,65,1095,1290,1776,0.7263513513513513,0,2025-03-13T22:49:45Z,2023-03-31T12:23:09Z,36178,18879,283,0
exacity/deeplearningbook-chinese,8,TeX,7,16,139,203,0.6847290640394089,0,2025-03-13T14:27:23Z,2016-12-07T11:46:51Z,36176,9135,2189,0
naptha/tesseract.js,9,JavaScript,55,192,685,717,0.9553695955369595,0,2025-03-13T17:14:46Z,2015-06-24T02:49:52Z,36164,2277,477,0
vlang/v,6,V,249,11723,8206,9173,0.8945819252153058,0,2025-03-13T19:30:03Z,2019-02-08T02:57:06Z,36140,2173,472,0
opentofu/manifesto,1,HTML,0,764,13,26,0.5,0,2025-03-13T18:14:33Z,2023-08-13T16:17:24Z,36133,1085,63,0
satwikkansal/wtfpython,7,Python,2,111,153,217,0.7050691244239631,0,2025-03-13T20:28:49Z,2017-08-28T20:22:19Z,36072,2668,714,0
alibaba/arthas,6,Java,59,530,1711,2058,0.8313896987366375,0,2025-03-13T12:28:24Z,2018-08-29T17:15:57Z,36051,7534,1129,0
colinhacks/zod,5,TypeScript,92,539,1587,2079,0.7633477633477633,0,2025-03-13T21:40:40Z,2020-03-07T20:59:08Z,36046,1279,67,0
denysdovhan/wtfjs,7,JavaScript,25,124,96,115,0.8347826086956521,0,2025-03-13T20:46:32Z,2017-07-14T15:42:12Z,36022,2585,560,0
ray-project/ray,8,Python,101,24891,15902,19632,0.8100040749796251,0,2025-03-13T23:17:41Z,2016-10-25T19:38:30Z,35968,6098,480,0
babysor/MockingBird,3,Python,1,81,412,886,0.4650112866817156,0,2025-03-13T20:43:12Z,2021-08-07T03:53:39Z,35941,5239,303,0
sharkdp/fd,7,Rust,40,617,771,882,0.8741496598639455,0,2025-03-13T20:15:49Z,2017-05-09T21:27:10Z,35915,849,146,0
open-guides/og-aws,8,Shell,0,498,87,227,0.3832599118942731,0,2025-03-13T22:17:34Z,2016-07-13T17:30:16Z,35902,3884,1206,0
saadeghi/daisyui,4,Svelte,57,378,1753,1776,0.9870495495495496,0,2025-03-13T23:56:58Z,2020-11-28T22:57:27Z,35899,1401,159,0
XingangPan/DragGAN,1,Python,0,18,46,190,0.24210526315789474,0,2025-03-13T18:14:08Z,2023-05-18T10:08:02Z,35883,3450,985,0
freeCodeCamp/devdocs,11,Ruby,0,856,1020,1204,0.8471760797342193,0,2025-03-13T21:02:52Z,2013-10-24T18:16:07Z,35873,2399,670,0
lerna/lerna,9,TypeScript,241,980,2271,2658,0.8544018058690744,0,2025-03-13T12:17:06Z,2015-12-04T09:36:55Z,35861,2274,248,0
Kong/insomnia,8,JavaScript,500,3078,3079,3736,0.8241434689507494,0,2025-03-13T23:35:06Z,2016-04-23T03:54:26Z,35800,2037,248,0
upscayl/upscayl,2,TypeScript,29,87,813,870,0.9344827586206896,0,2025-03-13T22:00:23Z,2022-07-30T17:19:20Z,35691,1641,171,0
zhayujie/chatgpt-on-wechat,2,Python,61,245,1667,1949,0.8553104155977425,0,2025-03-13T17:48:22Z,2022-08-07T08:33:41Z,35655,9023,257,0
huihut/interview,7,C++,0,35,40,64,0.625,0,2025-03-13T15:42:40Z,2018-02-09T09:49:48Z,35652,8029,866,0
DIYgod/RSSHub,6,TypeScript,0,10228,5494,5831,0.9422054536100154,0,2025-03-13T23:12:47Z,2018-04-02T14:43:21Z,35628,7835,353,0
LadybirdBrowser/ladybird,0,C++,0,2768,389,762,0.510498687664042,0,2025-03-13T23:18:45Z,2024-05-30T09:18:10Z,35609,1488,195,0
google/googletest,9,C++,10,810,1972,2282,0.8641542506573181,0,2025-03-13T17:08:26Z,2015-07-28T15:07:53Z,35602,10301,1228,0
openai/gym,8,Python,19,999,1726,1838,0.9390642002176278,0,2025-03-13T20:09:34Z,2016-04-27T14:59:16Z,35578,8656,1055,0
shadowsocks/shadowsocks-android,12,Kotlin,185,256,2460,2504,0.9824281150159745,0,2025-03-13T09:44:16Z,2012-12-16T13:40:29Z,35533,11580,1564,0
geekxh/hello-algorithm,4,Java,0,26,32,44,0.7272727272727273,0,2025-03-13T16:04:06Z,2020-05-29T05:47:09Z,35502,6467,647,0
date-fns/date-fns,10,TypeScript,122,1068,1359,1963,0.6923076923076923,0,2025-03-13T15:30:32Z,2014-10-06T10:24:22Z,35498,1811,206,0
slidevjs/slidev,3,TypeScript,382,659,1048,1144,0.916083916083916,0,2025-03-13T22:42:50Z,2021-04-24T01:25:23Z,35479,1454,143,0
SheetJS/sheetjs,12,Unknown,0,106,2267,2386,0.9501257334450964,0,2025-03-13T11:54:37Z,2012-12-03T19:25:52Z,35466,7998,610,0
logseq/logseq,4,Clojure,147,2993,6374,7780,0.819280205655527,0,2025-03-13T22:29:24Z,2020-05-23T00:06:06Z,35439,2090,231,0
alvarotrigo/fullPage.js,11,JavaScript,102,316,3986,4118,0.9679456046624575,0,2025-03-13T21:02:37Z,2013-09-20T11:58:29Z,35387,7267,831,0
koajs/koa,11,JavaScript,3,502,895,912,0.981359649122807,0,2025-03-13T22:40:07Z,2013-07-20T18:53:45Z,35377,3223,825,0
gofiber/fiber,5,Go,124,1582,1400,1494,0.9370816599732262,0,2025-03-13T23:29:58Z,2020-01-16T03:59:20Z,35362,1735,279,0
airbnb/lottie-android,8,Java,56,705,1735,1753,0.9897318881916715,1,2025-03-12T22:55:14Z,2016-10-06T22:42:42Z,35230,5438,849,0
goabstract/Awesome-Design-Tools,6,JavaScript,0,283,25,41,0.6097560975609756,0,2025-03-13T23:43:35Z,2019-02-12T13:55:30Z,35226,2109,554,0
nativefier/nativefier,9,TypeScript,99,261,982,1238,0.7932148626817448,0,2025-03-13T21:53:58Z,2015-07-05T05:56:42Z,35099,2215,441,0
google-research/google-research,6,Jupyter Notebook,0,29,336,1347,0.24944320712694878,0,2025-03-13T23:24:49Z,2018-10-04T18:42:48Z,35091,8031,749,0
2noise/ChatTTS,0,Python,5,210,555,617,0.899513776337115,0,2025-03-13T23:50:24Z,2024-05-27T18:26:49Z,35068,3787,192,0
formulahendry/955.WLB,5,Unknown,0,18,82,262,0.31297709923664124,0,2025-03-13T17:49:16Z,2019-03-27T23:53:37Z,35064,1759,719,0
typeorm/typeorm,9,TypeScript,33,2040,5900,8287,0.7119584891999517,0,2025-03-13T22:02:48Z,2016-02-29T07:41:14Z,35057,6387,349,0
ccxt/ccxt,7,Python,143,12603,9681,10619,0.9116677653263019,0,2025-03-13T22:31:38Z,2017-05-14T15:41:56Z,35050,7765,937,0
lapce/lapce,7,Rust,31,1159,1164,1948,0.5975359342915811,0,2025-03-13T23:53:55Z,2018-02-06T08:41:06Z,35043,1067,190,0
rapid7/metasploit-framework,13,Ruby,0,10970,5749,6176,0.9308613989637305,0,2025-03-13T22:43:57Z,2011-08-30T06:13:20Z,35022,14204,2055,0
httpie/cli,13,Python,47,406,718,882,0.8140589569160998,0,2025-03-13T22:59:45Z,2012-02-25T12:39:13Z,35001,3696,87,0
jondot/awesome-react-native,9,JavaScript,0,912,35,73,0.4794520547945205,0,2025-03-13T13:33:33Z,2015-03-26T19:58:06Z,34990,4007,1095,0
ToolJet/ToolJet,3,JavaScript,284,5661,4065,4718,0.8615938957185248,0,2025-03-13T21:54:33Z,2021-03-30T08:51:34Z,34986,4491,183,0
sahat/hackathon-starter,11,JavaScript,16,328,652,661,0.9863842662632375,0,2025-03-13T21:06:23Z,2013-11-13T17:24:12Z,34967,8172,763,0
halo-dev/halo,6,Java,210,2433,3805,4152,0.9164258188824663,0,2025-03-13T22:47:41Z,2018-03-21T12:56:52Z,34957,9824,482,0
carbon-app/carbon,7,JavaScript,215,669,627,679,0.9234167893961709,0,2025-03-13T19:40:43Z,2017-06-16T02:50:28Z,34955,1941,245,0
docker/compose,11,Go,247,3314,7807,7886,0.9899822470200355,0,2025-03-13T18:36:22Z,2013-12-09T11:40:58Z,34937,5330,717,0
karanpratapsingh/system-design,2,Unknown,0,11,20,21,0.9523809523809523,0,2025-03-13T22:42:49Z,2022-08-15T18:59:54Z,34886,4004,310,0
bumptech/glide,11,Java,47,544,3918,4462,0.8780815777678171,0,2025-03-13T18:44:20Z,2013-07-08T22:52:33Z,34805,6148,1038,0
unknwon/the-way-to-go_ZH_CN,11,Go,0,592,0,0,0,0,2025-03-13T18:36:40Z,2013-03-24T17:18:38Z,34773,8606,1250,0
junegunn/vim-plug,11,Vim Script,8,176,959,1028,0.9328793774319066,0,2025-03-13T20:02:40Z,2013-09-10T14:58:51Z,34629,1926,374,0
inkonchain/node,0,Shell,4,31,10,17,0.5882352941176471,0,2025-03-13T23:48:10Z,2024-05-13T23:20:40Z,34619,516,68,0
unslothai/unsloth,1,Python,11,311,706,1570,0.4496815286624204,0,2025-03-13T23:48:42Z,2023-11-29T16:50:09Z,34584,2596,208,0
hankcs/HanLP,10,Python,62,79,1417,1425,0.9943859649122807,0,2025-03-13T16:00:03Z,2014-10-09T06:36:16Z,34583,10425,1127,0
inkonchain/docs,0,MDX,0,296,13,27,0.48148148148148145,0,2025-03-13T23:54:28Z,2024-05-07T16:49:36Z,34562,353,45,0
chenfei-wu/TaskMatrix,2,Python,0,21,136,356,0.38202247191011235,0,2025-03-13T07:48:41Z,2023-03-02T09:04:28Z,34522,3301,301,0
calcom/cal.com,3,TypeScript,402,9171,6368,7305,0.871731690622861,0,2025-03-13T23:27:51Z,2021-03-22T13:47:42Z,34459,8856,164,0
cline/cline,0,TypeScript,53,233,636,1055,0.6028436018957346,0,2025-03-13T23:54:29Z,2024-07-06T07:28:10Z,34439,3432,208,0
nodejs/node-v0.x-archive,15,Unknown,0,218,6379,6379,1.0,0,2025-03-13T18:04:58Z,2009-05-27T16:29:46Z,34413,7298,2037,0
inkonchain/ink-kit,0,TypeScript,0,89,2,3,0.6666666666666666,0,2025-03-13T23:51:18Z,2024-11-04T16:32:17Z,34412,344,46,0
BVLC/caffe,11,C++,14,1087,3900,4799,0.8126693061054386,0,2025-03-13T18:07:24Z,2013-09-12T18:39:48Z,34256,18650,2089,0
nushell/nushell,5,Rust,104,7381,4731,6192,0.7640503875968992,0,2025-03-13T20:56:42Z,2019-05-10T16:59:42Z,34254,1765,194,0
jaredpalmer/formik,7,TypeScript,196,829,1557,2255,0.6904656319290465,0,2025-03-13T19:42:19Z,2017-06-14T19:50:59Z,34182,2799,229,0
markedjs/marked,13,TypeScript,146,1499,1548,1567,0.9878749202297383,0,2025-03-13T15:47:17Z,2011-07-24T13:15:51Z,34102,3422,391,0
spacedriveapp/spacedrive,3,TypeScript,25,1880,387,500,0.774,0,2025-03-13T21:39:39Z,2021-09-27T05:09:04Z,34101,1030,210,0
zenorocha/clipboard.js,9,JavaScript,42,117,616,626,0.9840255591054313,0,2025-03-13T18:36:52Z,2015-09-18T23:04:55Z,34099,3970,417,0
chatchat-space/Langchain-Chatchat,1,TypeScript,31,616,3879,4069,0.95330548046203,0,2025-03-13T22:50:29Z,2023-03-31T12:12:45Z,34095,5789,295,0
sorrycc/awesome-javascript,10,Unknown,0,389,87,92,0.9456521739130435,0,2025-03-13T18:16:57Z,2014-07-01T15:59:02Z,34040,4451,1064,0
PKUanonym/REKCARC-TSC-UHT,5,HTML,0,160,30,31,0.967741935483871,0,2025-03-13T20:41:34Z,2019-04-05T03:31:23Z,34004,7678,886,0
testerSunshine/12306,7,Python,1,31,466,691,0.6743849493487699,0,2025-03-13T08:53:06Z,2017-05-17T12:23:40Z,33999,9781,842,0
xitu/gold-miner,9,Unknown,0,3563,5592,5597,0.9991066642844381,0,2025-03-13T21:36:11Z,2015-11-04T03:29:13Z,33978,5037,1269,0
alebcay/awesome-shell,10,Unknown,0,307,22,57,0.38596491228070173,0,2025-03-13T23:43:39Z,2014-07-07T01:57:42Z,33901,2398,772,0
netty/netty,14,Java,0,3984,5991,6581,0.9103479714329129,0,2025-03-13T17:41:14Z,2010-11-09T09:22:21Z,33872,16032,1730,0
fxsjy/jieba,12,Python,9,96,227,854,0.265807962529274,0,2025-03-13T08:33:14Z,2012-09-29T07:52:01Z,33830,6729,1281,0
atlassian/react-beautiful-dnd,7,JavaScript,68,530,1045,1614,0.6474597273853779,0,2025-03-13T21:57:40Z,2017-08-09T03:37:15Z,33737,2674,244,0
facebookresearch/faiss,8,C++,18,137,2356,2584,0.9117647058823529,0,2025-03-13T23:23:58Z,2017-02-07T16:07:05Z,33633,3788,480,0
shadowsocks/shadowsocks,12,Python,2,70,0,0,0,0,2025-03-13T08:20:01Z,2012-04-20T13:10:49Z,33610,18524,2054,0
dockur/windows,1,Shell,89,352,664,687,0.9665211062590975,0,2025-03-13T23:03:51Z,2024-01-14T13:09:40Z,33577,2345,177,0
sqlmapproject/sqlmap,12,Python,10,169,5237,5289,0.990168273775761,0,2025-03-13T19:22:19Z,2012-06-26T09:52:15Z,33559,5811,1100,0
Blankj/AndroidUtilCode,8,Java,117,88,1279,1582,0.8084702907711757,0,2025-03-13T17:33:32Z,2016-07-30T18:18:32Z,33485,10708,1174,0
huggingface/pytorch-image-models,6,Python,65,439,908,959,0.9468196037539103,0,2025-03-13T22:23:07Z,2019-02-02T05:51:12Z,33476,4867,319,0
xkcoding/spring-boot-demo,7,Java,0,15,73,169,0.4319526627218935,0,2025-03-13T19:07:27Z,2017-11-10T06:27:29Z,33473,10945,1011,0
makeplane/plane,2,TypeScript,42,5023,718,1143,0.6281714785651793,0,2025-03-13T23:55:42Z,2022-11-19T12:55:01Z,33397,2040,125,0
halfrost/LeetCode-Go,7,Go,4,178,64,80,0.8,0,2025-03-13T23:26:52Z,2017-07-18T00:06:14Z,33394,5762,627,0
AFNetworking/AFNetworking,13,Objective-C,40,710,0,0,0,0,2025-03-13T13:13:34Z,2011-05-31T21:28:44Z,33348,10445,1587,0
reworkd/AgentGPT,1,TypeScript,12,540,337,462,0.7294372294372294,0,2025-03-13T23:02:56Z,2023-04-07T02:29:19Z,33328,9360,315,0
laravel/framework,12,PHP,809,16050,18566,18587,0.9988701780814547,0,2025-03-13T22:03:36Z,2013-01-10T21:27:28Z,33298,11260,964,0
unclecode/crawl4ai,0,Python,1,49,442,512,0.86328125,0,2025-03-13T23:32:56Z,2024-05-09T09:48:50Z,33256,2845,218,0
doocs/leetcode,6,Java,21,3730,48,50,0.96,0,2025-03-13T23:54:10Z,2018-09-16T14:03:03Z,33254,8667,331,0
adobe/brackets,13,JavaScript,69,4332,7066,9683,0.7297325209129402,0,2025-03-13T21:54:13Z,2011-12-07T21:14:40Z,33221,7604,1561,0
fastify/fastify,8,JavaScript,290,2956,1979,2043,0.9686735193343123,0,2025-03-13T17:26:47Z,2016-09-28T19:10:14Z,33221,2368,298,0
Bin-Huang/chatbox,2,TypeScript,47,53,1301,1889,0.6887241926945474,0,2025-03-13T21:45:35Z,2023-03-06T12:22:15Z,33220,3161,189,0
fengdu78/Coursera-ML-AndrewNg-Notes,7,HTML,0,13,15,68,0.22058823529411764,0,2025-03-13T11:24:26Z,2017-11-04T10:04:08Z,33218,10802,1005,0
typicode/husky,10,JavaScript,80,262,1013,1076,0.9414498141263941,0,2025-03-13T23:44:16Z,2014-06-23T12:14:21Z,33218,1045,156,0
alibaba/easyexcel,7,Java,14,190,3115,3579,0.8703548477228276,0,2025-03-13T08:31:24Z,2018-02-06T03:14:08Z,33194,7615,594,0
XX-net/XX-Net,10,Python,388,362,5414,13319,0.40648697349650875,0,2025-03-13T23:46:38Z,2015-01-15T09:35:51Z,33191,7667,1634,0
TeamNewPipe/NewPipe,9,Java,135,1608,8129,9310,0.8731471535982814,0,2025-03-13T23:24:01Z,2015-09-03T23:39:26Z,33190,3153,611,0
solidjs/solid,6,TypeScript,35,371,955,1056,0.9043560606060606,0,2025-03-13T18:31:41Z,2018-04-24T16:36:27Z,33187,954,213,0
milvus-io/milvus,5,Go,110,21357,12259,12951,0.9465678325997993,0,2025-03-13T23:01:17Z,2019-09-16T06:43:43Z,33184,3086,292,0
payloadcms/payload,4,TypeScript,491,5006,2975,3238,0.9187770228536133,0,2025-03-13T23:41:41Z,2021-01-05T18:49:45Z,33181,2189,139,0
zxing/zxing,13,Java,31,317,1294,1303,0.9930928626247122,0,2025-03-13T22:44:32Z,2011-10-12T14:07:27Z,33151,9386,1657,0
